,Brand,Model,Ram,Rom,Screen_size,Operating System,Processor,Warranty,Price
655,HP,EliteBook,16,512,14,64 bit Windows 11,512,1,
656,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
657,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
658,Acer,Predator,16,,16,Windows 11,8,1,
659,HP,15,16,512,15.6,64 bit Windows 11 Home,512,1,
660,ASUS,Vivobook,16,512,15.6,Windows 11 Home,512,1,"26,000 "
661,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
662,HP,G8,8,512,14,64 bit Windows 11,512,1,
663,ASUS,Vivobook,16,512,16,Windows 11,512,1,
664,HP,Pavilion,8,512,15.6,Windows 11,512,1,"22,000 "
665,Lenovo,V,16,512,15.6,64 bit Windows 11,512,1,
666,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
667,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
668,ASUS,Vivobook,8,512,15.6,Windows 11,512,1,
669,Apple,MacBook,24,512,15.3,Mac OS,512,1,"22,000 "
670,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
671,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
672,Infinix,Intel,16,,15.6,Windows 11,,1,"22,000 "
673,HP,Pavilion,16,512,15.6,64 bit Windows 11,512,1,
674,Lenovo,V,8,512,15.6,64 bit Windows 11,512,,"22,000 "
675,ASUS,Vivobook,16,512,16,Windows 11,512,1,
676,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
677,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
678,Infinix,Intel,16,,15.6,Windows 11,,1,"22,000 "
679,walker,Intel,4,128,14.1,Windows 11,128,1,"10,000 "
680,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
681,Lenovo,LOQ,16,512,15.6,Windows 11 Home,512,1,"22,000 "
682,DELL,14,8,512,14,64 bit Windows 11,,1,
683,DELL,Vostro,16,512,15.6,Windows 11,512,1,
684,ASUS,TUF,16,512,16,Windows 11 Home,512,1,
685,HP,Intel,8,512,15.6,Windows 11,512,1,
686,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
687,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
688,HP,AMD,8,512,15.6,Windows 11,512,,
689,HP,Intel,16,512,14,64 bit Windows 11,512,1,
690,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
691,Lenovo,Legion,16,512,,Windows 11 Home,512,,"22,000 "
692,Acer,Aspire,8,512,15.6,64 bit Windows 11 Home,512,,
693,ZEBRONICS,Pro,16,512,15.6,Windows 11,512,1,"22,000 "
694,HP,Victus,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
695,HP,HP,16,512,13.3,Windows 11,512,,"22,000 "
696,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
697,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
698,Apple,MacBook,16,512,13.6,Mac OS,512,1,"22,000 "
699,HP,Professional,16,,14,64 bit Windows 11,,,
700,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
701,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
702,Acer,Aspire,8,512,15.6,64 bit Windows 11 Home,512,,
703,Lenovo,IdeaPad,8,512,14,Windows 11,512,,
704,ASUS,Vivobook,16,,14,Windows 11 Home,,1,"26,000 "
705,HP,15s,8,512,15.6,64 bit Windows 11,512,1,
706,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
707,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
708,Lenovo,V,16,512,14,64 bit Windows 11 Home,512,,"22,000 "
709,ASUS,Vivobook,16,512,16,Windows 11 Home,,1,
710,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
711,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
712,HP,Chromebook,4,,14,64 bit Chrome,64,,"22,000 "
713,Infinix,GT,16,512,16,Windows 11,512,1,"22,000 "
714,MSI,Prestige,32,,14,64 bit Windows 11,,2,"22,000 "
715,Lenovo,IdeaPad,16,512,13.3,Windows 11 Home,512,1,"22,000 "
716,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
717,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
718,DELL,15,8,512,15.6,64 bit Windows 11,512,1,
719,HP,250,16,512,15.6,64 bit Windows 11,512,1,
720,DELL,Inspiron,16,512,15.6,Windows 11,512,,"22,000 "
721,DELL,16,16,512,16,Windows 11,,1,"22,000 "
722,ASUS,Vivobook,16,512,15.6,Windows 11 Home,512,1,
723,DELL,14,8,512,14,64 bit Windows 11 Home,,1,
724,MSI,Thin,8,512,15.6,Windows 11,512,2,
725,ASUS,Vivobook,16,512,16,Windows 11 Home,512,1,
726,DELL,14,16,512,14,Windows 11,512,1,"22,000 "
727,MSI,Stealth,16,,17.3,Windows 11,8,2,"22,000 "
728,Lenovo,LOQ,24,512,15.6,Windows 11 Home,512,1,"22,000 "
729,DELL,15,8,512,15.6,Windows 11,512,,
730,ASUS,ROG,16,,16,Windows 11 Home,8,1,"28,000 "
731,DELL,16,16,512,16,Windows 11,512,1,"22,000 "
732,DELL,Intel,8,512,15.6,Windows 11,512,,
733,ZEBRONICS,Thin,16,512,15.6,Windows 11,512,1,"22,000 "
734,MSI,Modern,16,512,15.6,64 bit Windows 11,512,1,
735,ASUS,Vivobook,16,512,16,64 bit Windows 11 Home,512,1,
736,HP,Chromebook,4,,14,64 bit Chrome,64,,
737,Lenovo,IdeaPad,8,512,15.6,Windows 11,512,,
738,MSI,Thin,16,512,15.6,Windows 11,512,2,
739,GIGABYTE,G,16,,16,Windows 11,8,2,"22,000 "
740,Lenovo,Yoga,32,,14,Windows 11,,,
741,ASUS,VivoBook,8,256,15.6,64 bit Windows 11,256,1,
742,ASUS,VivoBook,8,512,14,64 bit Windows 10,512,1,"22,000 "
743,MSI,Katana,16,512,15.6,Windows 11,512,2,"22,000 "
744,MSI,Thin,16,512,15.6,Windows 11,512,2,
745,ASUS,VivoBook,8,256,14,64 bit Windows 11,256,1,"22,000 "
746,DELL,Inspiron,16,512,15.6,Windows 11,512,,"22,000 "
747,DELL,16,16,512,16,Windows 11,,1,"22,000 "
748,DELL,15,16,512,15,Windows 11,512,1,
749,MSI,Modern,16,512,15.6,Windows 11,512,1,"22,000 "
750,DELL,14,16,512,14,Windows 11,512,1,"22,000 "
751,ASUS,Vivobook,8,512,14,Windows 11 Home,512,1,
752,Lenovo,Yoga,16,,14,Windows 11,,1,
753,WINGS,Nuvobook,16,512,14,Windows 11,512,1,"22,000 "
754,HP,Professional,16,512,15.6,64 bit Windows 11,512,,
755,ASUS,Vivobook,16,512,14,Windows 11,,1,"22,000 "
756,ZEBRONICS,Pro,8,512,15.6,Windows 11,512,1,"22,000 "
757,Acer,Intel,16,512,15.6,Windows 11 Home,512,1,
758,Acer,Swift,16,,14,Windows 11,,1,"25,000 "
759,Infinix,Intel,8,512,14,Windows 11,512,1,"22,000 "
760,Primebook,S,4,,11.6,Android,128,1,
761,DELL,XPS,16,512,13,Windows 11,512,1,
762,Lenovo,Idea,16,512,15.3,Windows 11 Home,512,1,
763,HP,240R,8,512,14,64 bit Windows 11 Home,512,1,
764,ASUS,Vivobook,16,512,15.6,Windows 11 Home,512,1,
765,ASUS,Vivobook,8,512,14,Windows 11,512,1,
766,HP,Pavilion,8,512,15.6,Windows 11,512,1,"22,000 "
767,Lenovo,Legion,16,,15.3,64 bit Windows 11 Home,8,1,"32,000 "
768,ASUS,Vivobook,16,512,15.6,Windows 11 Home,512,1,
769,HP,Pavilion,8,512,15.6,Windows 11,512,1,"22,000 "
770,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
771,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
772,Lenovo,Legion,16,,15.3,64 bit Windows 11 Home,8,1,"32,000 "
773,ASUS,Vivobook,16,512,15.6,Windows 11,,1,
774,HP,Pavilion,16,512,13.3,Windows 11,512,1,"22,000 "
775,HP,15s,8,512,15.6,64 bit Windows 10,512,1,
776,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
777,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
778,DELL,Inspiron,8,512,15.6,Windows 11,512,,
779,Lenovo,LOQ,12,512,15.6,Windows 11,512,,
780,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
781,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
782,Acer,Nitro,16,512,15.6,Windows 11,512,1,
783,DELL,Vostro,4,256,14,64 bit Windows 10,256,1,"22,000 "
784,MSI,Thin,16,,15.6,64 bit Windows 11,4,2,"22,000 "
785,Acer,Aspire,8,512,15.6,Windows 11,512,1,
786,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
787,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
788,ASUS,TUF,16,512,15.6,64 bit Windows 11 Home,512,1,
789,ZEBRONICS,Pro,8,512,15.6,Windows 11,512,1,"22,000 "
790,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
791,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
792,MSI,Titan,64,,17.3,Windows 11,12,2,"22,000 "
793,Ultimus,Pro,4,,14.1,64 bit Windows 11 Home,128,1,"10,000 "
794,Acer,Aspire,8,512,15.6,Windows 11,512,1,
795,HP,FQ,8,512,15.6,64 bit Windows 11 Home,512,1,
796,DELL,Inspiron,16,512,15.6,Windows 11,512,,"22,000 "
797,DELL,16,16,512,16,Windows 11,,1,"22,000 "
798,HP,OMEN,24,,16,Windows 11 Home,8,1,"22,000 "
799,Acer,Extensa,4,256,,64 bit Windows 10,256,,
800,DELL,14,16,512,14,Windows 11,512,1,"22,000 "
801,DELL,Vostro,8,512,14,64 bit Windows 10,512,1,"22,000 "
802,MSI,Stealth,32,,18,64 bit Windows 11,12,2,"22,000 "
803,HP,250R,32,512,15.6,64 bit Windows 11 Home,512,,
804,HP,AMD,8,512,15.6,64 bit Windows 11,512,1,
805,HP,Intel,16,512,15.5,Windows 11,512,1,
806,ZEBRONICS,Pro,8,512,15.6,Windows 11,512,1,"22,000 "
807,MSI,Modern,16,512,14,Windows 11,512,1,"22,000 "
808,MSI,Intel,16,512,15.6,Windows 11,512,1,"22,000 "
809,HP,15,8,512,15.6,Windows 11 Home,512,1,
810,DELL,Intel,8,512,14,64 bit Windows 11 Home,512,,
811,HP,255,8,256,15.6,32 bit Windows 11,256,,
812,DELL,Inspiron,4,,15.6,64 bit Windows 10,,1,"22,000 "
813,Lenovo,V,16,512,14,64 bit Windows 11 Home,512,1,
814,MSI,AMD,16,512,14,Windows 11,512,1,
815,Acer,Predator,32,,16,Windows 11,12,1,"25,000 "
816,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
817,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
818,Acer,Extensa,4,256,,64 bit Windows 10,256,,
819,ASUS,TUF,16,512,15.6,Windows 11,512,1,
820,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
821,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
822,ASUS,Vivobook,16,512,16,Windows 11 Home,,1,
823,MSI,AMD,16,512,14,Windows 11,512,1,
824,MSI,Modern,16,512,14,Windows 11,512,1,
825,ASUS,Zenbook,32,,14,Windows 11 Home,,1,"22,000 "
826,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
827,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
828,Acer,Predator,32,,16,Windows 11,12,1,"25,000 "
829,HP,HP,16,512,16,Windows 11,512,,"22,000 "
830,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
831,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
832,Lenovo,IdeaPad,16,512,15.3,Windows 11 Home,512,1,"22,000 "
833,HP,245,8,512,14,64 bit Windows 11 Home,512,,
834,Acer,Swift,16,,14,64 bit Windows 11 Home,,1,"25,000 "
835,HP,Metal,8,512,15.6,Windows 11 Home,512,1,"22,000 "
836,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
837,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
838,Lenovo,Legion,16,,16,Windows 11,8,,
839,HP,Intel,8,512,13.3,64 bit Windows 10,512,1,"22,000 "
840,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
841,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
842,Infinix,X1,8,256,14,64 bit Windows 11,256,1,"22,000 "
843,HP,15R,16,512,15.6,64 bit Windows 11 Home,512,1,
844,ASUS,Intel,8,256,15.6,Windows 11,256,1,
845,HP,250,8,512,15.6,64 bit Windows 11,512,1,
846,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
847,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
848,CHUWI,Intel,8,512,14,"Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayWPS Office,",512,,"22,000 "
849,ASUS,Vivobook,16,512,16,Windows 11 Home,,1,"26,000 "
850,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
851,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
852,ASUS,Vivobook,16,,15.6,Windows 11,,1,
853,MSI,Modern,8,512,15.6,Windows 11,512,1,"22,000 "
854,MSI,Thin,16,,15.6,64 bit Windows 11,4,2,"22,000 "
855,HP,250R,8,512,15.6,64 bit Windows 11 Home,512,1,"22,000 "
856,Acer,Nitro,16,512,15.6,64 bit Windows 11 Home,512,1,"25,000 "
857,Lenovo,Chromebook,4,,14,Chrome,128,1,"11,000 "
858,ASUS,TUF,16,512,15.6,Windows 11,512,,
859,ASUS,ROG,16,,16,Windows 11 Home,,1,"32,000 "
860,ASUS,Chromebook,4,,15.6,Chrome,64,1,"11,000 "
861,HP,Intel,8,512,15.6,Windows 11 Home,512,1,"22,000 "
862,Lenovo,V15,8,512,15.6,64 bit Windows 11,512,1,
863,Lenovo,IdeaPad,8,256,14,64 bit Windows 11,256,2,
864,GIGABYTE,G,16,,16,Windows 11,6,2,"22,000 "
865,DELL,Latitude,8,512,15.6,64 bit Windows 11 Home,512,,
866,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
867,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
868,Acer,Swift,16,,14,64 bit Windows 11 Home,,1,"25,000 "
869,Lenovo,IdeaPad,16,512,15.6,Windows 11,512,,
870,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
871,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
872,Acer,Extensa,4,,15.6,64 bit Windows 11,,1,
873,Acer,Aspire,8,512,15.6,Windows 11,512,1,
874,HP,15s,8,512,15.6,64 bit Windows 11,512,1,
875,Acer,Swift,16,512,14,64 bit Windows 11 Home,512,,
876,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
877,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
878,HP,Pavilion,16,,15.6,Windows 11,,1,
879,HP,OMEN,16,,16.1,64 bit Windows 11,8,1,"22,000 "
880,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
881,Acer,Nitro,16,512,15.6,64 bit Windows 11 Home,512,1,"25,000 "
882,Lenovo,IdeaPad,8,512,15.6,Windows 11,512,,
883,HP,240,8,512,14,Windows 11,512,,
884,MSI,Prestige,8,512,13.3,Windows 11,512,,"22,000 "
885,ASUS,Zenbook,16,,14,Windows 11 Home,,,
886,Lenovo,Chromebook,4,,14,Chrome,128,1,"11,000 "
887,ASUS,Chromebook,4,,15.6,Chrome,64,1,"11,000 "
888,MSI,Prestige,8,512,13.3,Windows 11,512,,"22,000 "
889,ASUS,Zenbook,16,,14,Windows 11 Home,,,
890,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
891,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
892,Lenovo,IdeaPad,24,,14,Windows 11 Home,,1,"22,000 "
893,HP,15s,8,512,15.6,64 bit Windows 11,512,1,
894,HP,OMEN,16,,16.1,64 bit Windows 10,8,1,"22,000 "
895,DELL,Inspiron,8,512,15.6," & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Radeon Graphics & Standard Keyboard15.6"" FHD WVA AG Narrow Border 120Hz 250 nitsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11",512,,"22,000 "
896,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
897,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
898,HP,OMEN,16,,16.1,64 bit Windows 11,8,1,"22,000 "
899,HP,Pavilion,16,,15.6,Windows 11,,1,
900,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
901,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
902,Lenovo,IdeaPad,8,512,15.6,Windows 11,512,,
903,Acer,Aspire,16,512,15.6,64 bit Windows 11 Home,512,,
904,Lenovo,IdeaPad,8,256,15.6,64 bit Windows 11,256,1,
905,HP,15s,8,512,15.6,64 bit Windows 11,512,1,
906,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
907,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
908,HP,15s,16,512,15.6,64 bit Windows 11,512,1,
909,Acer,Swift,16,512,14,64 bit Windows 11 Home,512,,
910,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
911,Lenovo,Chromebook,4,,14,Chrome,128,1,"11,000 "
912,Lenovo,IdeaPad,8,512,14,Windows 11,512,,
913,ASUS,Vivobook,16,512,14,Windows 11 Home,512,1,
914,MSI,Modern,8,512,15.6,64 bit Windows 10,512,1,"22,000 "
915,HP,15s,8,512,15.6,64 bit Windows 11,512,1,
916,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
917,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
918,ASUS,Intel,16,,16,Windows 11 Home,8,1,
919,HP,255,8,512,15.6,32 bit Windows 11,512,1,
920,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
921,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
922,ASUS,Vivobook,16,512,14,Windows 11 Home,,,"26,000 "
923,HP,15,8,512,15.6,64 bit Windows 11,512,1,
924,HP,FQ,8,,15.6,64 bit Windows 11,,1,
925,Infinix,Intel,8,512,14,Windows 11,512,1,"22,000 "
926,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
927,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
928,ASUS,Expertbook,16,,14,Windows 11 Home,,1,"22,000 "
929,Acer,Predator,16,,16,Windows 11,8,1,"25,000 "
930,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
931,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
932,ASUS,Vivobook,16,512,16,Windows 11 Home,,1,"26,000 "
933,HP,250,8,512,15.6,64 bit Windows 11 Home,512,1,
934,Samsung,Galaxy,8,512,15.6,Windows 11,512,1,
935,ASUS,Vivobook,8,512,15.6,Windows 11,512,1,
936,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
937,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
938,DELL,Latitude,8,512,15.6,64 bit Windows 11 Home,512,1,"22,000 "
939,Lenovo,V,8,512,14,64 bit Windows 11 Home,512,1,"22,000 "
940,HP,15,16,512,15.6,Windows 11 Home,512,1,"22,000 "
941,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
942,DELL,16,64,,16,Windows 11,24,1,"22,000 "
943,ASUS,Vivobook,8,512,15.6,64 bit Windows 11 Home,512,1,
944,DELL,Intel,8,,14,Windows 11,,,"22,000 "
945,HP,Intel,16,512,15.6,Windows 11,512,1,
946,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
947,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
948,HP,14s,8,512,14,64 bit Windows 11,512,1,
949,ASUS,Vivobook,8,512,14,64 bit Windows 11 Home,512,1,
950,ASUS,Vivobook,16,512,15.6,Windows 11 Home,512,1,"26,000 "
951,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
952,MSI,Cyborg,16,512,15.6,Windows 11,512,2,"22,000 "
953,Samsung,Galaxy,16,512,15.6,Windows 11,512,1,"22,000 "
954,DELL,AMD,8,512,15.6,Windows 11,512,,
955,Lenovo,IdeaPad,16,512,14,Windows 11,512,,
956,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
957,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
958,Lenovo,LOQ,16,512,15.6,Windows 11,512,1,
959,Acer,Chromebook,8,256,14,Chrome,256,1,
960,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
961,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
962,MSI,Cyborg,16,512,15.6,Windows 11,512,2,"22,000 "
963,HP,247,8,,14,Windows 11,,1,
964,DELL,Inspiron,8,512,15.6,64 bit Windows 11 Home,512,,
965,MSI,Vector,32,,18,64 bit Windows 11,16,2,"22,000 "
966,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
967,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
968,DELL,Vostro,8,512,15.6,Windows 11,512,1,"22,000 "
969,ASUS,ROG,32,,14,Windows 11 Home,,1,"32,000 "
970,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
971,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
972,ASUS,VivoBook,8,512,14,64 bit Windows 10,512,1,"22,000 "
973,HP,14,8,512,14,64 bit Windows 11,512,1,
974,Acer,Aspire,16,512,15.6,Windows 11,512,1,"22,000 "
975,MICROSOFT,12,16,512,12,64 bit Windows 11 Home,512,1,
976,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
977,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
978,DELL,Latitude,16,512,15.6,64 bit Windows 11,512,,
979,MSI,Prestige,16,,14,Windows 11,,2,"22,000 "
980,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
981,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
982,Acer,Aspire,16,512,15.6,Windows 11,512,1,
983,Lenovo,Ideapad,8,256,15.6,64 bit Windows 10,256,1,"22,000 "
